"Month","WeekOfMonth","DayOfWeek","Make","AccidentArea","DayOfWeekClaimed","MonthClaimed","WeekOfMonthClaimed","Sex","MaritalStatus","Age","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound_P","PolicyNumber","RepNumber","Deductible","DriverRating","Days_Policy_Accident","Days_Policy_Claim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChange_Claim","NumberOfCars","Year","BasePolicy","ClaimSize"
"Jul","4","Thursday","Chevrolet","Urban","Thursday","Jul","4","Female","Married","30","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7718","16","400","4","more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","Liability","2939.252429972"
"Jul","4","Thursday","Honda","Rural","Friday","Jul","5","Male","Married","36","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7719","14","400","1","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","Liability","1287.9924964354"
"Aug","1","Wednesday","Mazda","Urban","Thursday","Aug","1","Male","Married","31","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","7720","13","700","2","more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","All Perils","6661.7912681488"
"Sep","3","Thursday","Mazda","Urban","Friday","Sep","3","Male","Married","26","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7722","8","400","4","more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","Collision","6366.0125195637"
"Nov","4","Thursday","Toyota","Urban","Thursday","Nov","4","Female","Single","27","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7723","16","400","4","more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1995","Liability","3194.3951695412"
"Dec","3","Saturday","Honda","Rural","Monday","Dec","3","Male","Married","54","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7724","9","400","3","more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1995","Collision","8407.219969906"
"Nov","4","Sunday","Accura","Urban","Tuesday","Nov","5","Male","Married","37","Third Party","Sedan - All Perils","Sedan","30000 to 39000","0","7725","7","400","1","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1995","All Perils","55057.673813401"
"Nov","4","Monday","Honda","Urban","Monday","Nov","4","Female","Single","28","Policy Holder","Sedan - Collision","Sedan","less than 20000","0","7726","1","400","1","more than 30","more than 30","2 to 4","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","Collision","9064.5526496416"
"Nov","4","Monday","Toyota","Urban","Wednesday","Nov","5","Male","Married","59","Policy Holder","Sedan - Collision","Sedan","40000 to 59000","0","7727","2","400","4","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle","1995","Collision","20845.592841837"
"Nov","4","Wednesday","Honda","Urban","Wednesday","Nov","4","Female","Single","22","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","7728","4","400","2","more than 30","more than 30","more than 4","5 years","26 to 30","No","No","External","more than 5","no change","1 vehicle","1995","Collision","14028.840852524"
"Oct","2","Wednesday","Chevrolet","Rural","Friday","Oct","2","Male","Married","40","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","7729","1","400","4","more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","3 to 5","4 to 8 years","2 vehicles","1995","Collision","3153.84013932"
"Nov","1","Friday","Pontiac","Urban","Thursday","Nov","2","Male","Married","28","Policy Holder","Sedan - All Perils","Sedan","30000 to 39000","1","7730","15","400","1","more than 30","more than 30","1","6 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","All Perils","71717.74502919"
"Sep","3","Saturday","Honda","Urban","Thursday","Sep","5","Male","Married","44","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7731","3","400","2","more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1995","Liability","723.68500007884"
"Sep","3","Friday","Toyota","Rural","Monday","Dec","1","Female","Single","26","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7732","12","400","2","more than 30","more than 30","1","5 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","Liability","5729.3586725586"
"Sep","2","Wednesday","Mazda","Urban","Wednesday","Sep","2","Male","Single","27","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7733","7","400","3","more than 30","more than 30","none","7 years","31 to 35","No","No","Internal","more than 5","no change","1 vehicle","1995","Liability","7182.40283577"
"Nov","1","Friday","Toyota","Urban","Friday","Mar","3","Male","Married","58","Third Party","Sedan - All Perils","Sedan","less than 20000","0","7734","11","400","3","more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle","1995","All Perils","5165.0175658485"
"Aug","4","Monday","Pontiac","Urban","Monday","Aug","4","Male","Married","37","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","7735","14","400","4","more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1995","Collision","3341.8936842678"
"Aug","3","Tuesday","Mazda","Urban","Wednesday","Aug","3","Female","Married","32","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","7737","11","400","3","more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle","1995","Liability","16035.951262736"
"Aug","2","Monday","Mazda","Urban","Monday","Aug","2","Female","Single","26","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7738","5","400","3","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","7969.1523105604"
"Aug","1","Thursday","Chevrolet","Urban","Friday","Aug","1","Male","Single","37","Policy Holder","Utility - Collision","Utility","more than 69000","0","7740","14","400","4","more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle","1995","Collision","67668.954521276"
"Aug","1","Wednesday","Toyota","Urban","Wednesday","Aug","1","Female","Married","30","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7741","10","400","4","more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","2578.7799782358"
"Nov","1","Friday","Honda","Urban","Tuesday","Nov","3","Male","Married","44","Third Party","Sedan - All Perils","Sedan","30000 to 39000","0","7742","15","400","1","more than 30","more than 30","none","7 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1995","All Perils","3235.2345592168"
"Feb","4","Sunday","Honda","Urban","Monday","Mar","4","Male","Single","18","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","7743","1","400","1","none","more than 30","none","2 years","21 to 25","No","No","External","none","no change","1 vehicle","1995","All Perils","7607.3991471268"
"Nov","5","Tuesday","Chevrolet","Urban","Friday","Dec","1","Male","Single","27","Policy Holder","Sedan - All Perils","Sedan","20000 to 29000","0","7745","10","400","1","more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","All Perils","3646.0387977158"
"Nov","3","Friday","Honda","Urban","Tuesday","Nov","4","Male","Married","40","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7748","6","400","3","more than 30","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle","1995","Collision","1356.8903528844"
"Nov","3","Friday","Pontiac","Urban","Wednesday","Nov","4","Male","Single","32","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7749","7","400","1","more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1995","Collision","2396.1496488603"
"Nov","2","Saturday","Chevrolet","Urban","Wednesday","Nov","4","Male","Single","21","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7750","5","400","3","more than 30","more than 30","2 to 4","3 years","26 to 30","No","No","External","3 to 5","4 to 8 years","3 to 4","1995","Collision","5013.5691382787"
"Nov","1","Saturday","Honda","Rural","Thursday","Nov","2","Male","Single","45","Third Party","Sedan - Collision","Sedan","30000 to 39000","0","7751","16","400","3","more than 30","more than 30","1","6 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle","1995","Collision","14949.439389141"
"Oct","2","Monday","Chevrolet","Urban","Tuesday","Oct","3","Male","Married","51","Third Party","Sedan - Collision","Sedan","20000 to 29000","0","7753","15","500","4","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","more than 5","2 to 3 years","1 vehicle","1995","Collision","8242.8611008041"
"Oct","1","Wednesday","Mazda","Urban","Wednesday","Nov","5","Male","Married","31","Policy Holder","Sport - Collision","Sport","more than 69000","0","7754","4","400","2","more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","51707.840215528"
"Sep","3","Saturday","Toyota","Urban","Thursday","Oct","1","Male","Married","46","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7755","11","400","2","more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle","1995","Liability","4211.541968524"
"Aug","2","Sunday","Mazda","Urban","Monday","Aug","2","Female","Single","31","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","7756","13","400","2","more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Collision","7236.6913668364"
"Aug","2","Tuesday","Honda","Urban","Wednesday","Aug","2","Male","Married","61","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","7757","16","400","2","more than 30","more than 30","2 to 4","more than 7","51 to 65","No","No","External","more than 5","no change","1 vehicle","1995","All Perils","9060.4416123879"
"Jul","4","Sunday","Pontiac","Urban","Monday","Jul","4","Male","Married","80","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","7758","12","400","4","more than 30","more than 30","2 to 4","more than 7","over 65","No","No","External","none","no change","1 vehicle","1995","Collision","4912.6555474572"
"Jul","3","Monday","Toyota","Urban","Thursday","Jul","4","Male","Married","44","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","7760","14","400","4","more than 30","more than 30","1","more than 7","36 to 40","No","No","External","3 to 5","no change","1 vehicle","1995","Liability","17633.832626568"
"Jul","3","Thursday","Honda","Urban","Tuesday","Jul","3","Male","Single","31","Policy Holder","Sedan - Liability","Sport","30000 to 39000","0","7761","10","400","4","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","10169.594232853"
"Jul","1","Monday","Chevrolet","Rural","Thursday","Jul","2","Female","Single","46","Third Party","Sedan - All Perils","Sedan","20000 to 29000","0","7763","3","400","1","more than 30","more than 30","none","6 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle","1995","All Perils","5066.2984483975"
"Jul","1","Monday","Pontiac","Urban","Monday","Jul","1","Male","Single","54","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","7764","1","400","4","more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1995","Collision","903.18002223173"
"Jun","1","Saturday","Chevrolet","Urban","Monday","Jun","2","Female","Single","25","Policy Holder","Sedan - Collision","Sedan","20000 to 29000","0","7765","15","400","2","more than 30","more than 30","none","5 years","26 to 30","No","No","External","none","no change","1 vehicle","1995","Collision","7183.048984511"
"Jun","1","Thursday","Honda","Urban","Monday","Jun","1","Male","Married","54","Policy Holder","Sedan - Collision","Sedan","more than 69000","0","7766","16","400","1","more than 30","more than 30","1","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle","1995","Collision","86532.671996517"
"May","3","Sunday","Pontiac","Urban","Tuesday","May","3","Male","Single","32","Policy Holder","Sedan - Liability","Sport","20000 to 29000","0","7768","3","400","1","more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle","1995","Liability","7352.3303487043"
"May","1","Tuesday","Toyota","Urban","Wednesday","May","1","Male","Married","33","Policy Holder","Sedan - Collision","Sedan","30000 to 39000","0","7769","15","400","3","more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle","1995","Collision","30555.776142063"
"Mar","2","Monday","Toyota","Urban","Monday","Mar","2","Male","Married","33","Policy Holder","Sedan - All Perils","Sedan","less than 20000","0","7770","2","400","1","more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle","1995","All Perils","6349.6301121104"
"Feb","3","Wednesday","VW","Urban","Tuesday","Mar","1","Male","Single","72","Policy Holder","Utility - All Perils","Utility","more than 69000","0","7771","6","400","4","more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","1 to 2","4 to 8 years","2 vehicles","1995","All Perils","50653.910448989"
